카테고리,번호,상품명,가격,X,Y
건강식품,46,[종근당건강]프로폴리스플러스 60캡슐,"13,900",24,57
건강식품,47,[건강기능식품] 바이엘 베로카 발포 비타민 15T,"9,900",24,57
건강식품,48,[effekt.] 프리미엄 100억 유산균&다이어트 105g,"32,800",24,57
건강식품,49,[빙그레] 빙)더단백 크런치바 초코 40g,"2,580",24,57
건강식품,50,[고려은단]메가도스B 비타민B군,"11,900",24,57
건강식품,51,[일동후디스] 후디스 하이뮨 프로틴밸러스 음료190ml*16,"29,800",24,57
건강식품,52,[건강기능식품] 종근당건강(주) 프로메가 알티지 오메가3 듀얼 520mg*60캡슐,"22,900",24,57
건강식품,53,[정관장]홍삼진본 40ml*20포[쇼핑백포함],"49,000",24,57
건강식품,54,[HK이노엔]컨디션스틱 4입(컨디션맛+그린애플맛),"7,680",24,57
건강식품,55,[히말라야] 파티스마트 숙취해소츄(3.05gx10p),"15,000",24,57
건강식품,56,[일동후디스] 하이뮨 프로틴밸런스 음료 730ml,"4,900",24,57
건강식품,57,[Biopublic]100% 식물성 프로틴 케어 350g(25g*14포),"14,800",24,57
건강식품,58,[Biopublic]비오틴 맥스 케어 30정,"4,900",24,57
건강식품,59,[CJ 바이오코어]데일리 유산균 60g(2g*30포),"15,900",24,57
건강식품,60,[셀렉스씨] 셀렉스 스포츠 드링크 초콜릿 330ml,"3,280",24,57
건강식품,61,[종근당건강]락토핏 슬림 2g*60포,"26,900",24,57
건강식품,62,[센트룸]실버 포우먼 50정,"27,000",24,57
건강식품,63,[뉴팜] 리얼닥터 멀티바이오틱스 100억 생유산균 (400mg*30캡슐*2병),"25,800",24,57
건강식품,64,[함소아] 면역비타민 브이업,"24,000",24,57
건강식품,65,[건강기능식품] 얼라이브 원스데일리 포우먼,"25,800",24,57
건강식품,66,[종근당건강]아임비타 면역비타민C 1000 2.5g x 60포,"19,900",24,57
건강식품,67,[건강기능식품] 종근당건강 헬씨칸 750mg*30캡슐,"15,800",24,57
건강식품,68,[후디스]하이뮨 프로틴 액티브바 300g (50g*6개입),"12,000",24,57
건강식품,69,[고려은단]메가도스D 비타민D3 4000IU,"9,900",24,57
건강식품,70,[Biopublic]루테인 아스타잔틴+,"9,800",24,57
건강식품,71,[레모나] 멀티비타민+미네랄 구미,"18,900",24,57
건강식품,72,[effekt.] 프리미엄 100억 유산균 300mg*30캡슐,"29,800",24,57
건강식품,73,[건강기능식품] 정우성 루테인지아잔틴164 X30정,"15,900",24,57
건강식품,74,[휴럼]원데이 비타민C&D (2 g x 100포),"15,800",24,57
건강식품,75,[Biopublic] 비타민C 1000 트리플케어 50정,"9,800",24,57
건강식품,76,[베베쿡] 아연듬뿍 면역키움 스틱젤리 280g,"19,800",24,57
건강식품,77,[큐원] 상쾌환 부스터 100ml*2개입,"7,480",24,57
건강식품,78,[Biopublic]맨 쏘팔&middot;옥타 멀티케어 60캡슐,"10,360",24,57
건강식품,79,[센트룸]실버 포맨50,"27,000",24,57
건강식품,80,[Biopublic]유산균 Gift Set (150일 대용량 기획),"24,900",24,57
