카테고리,번호,상품명,가격,X,Y
"정육,계란류",61,[E-MART FRESH] 호주산 척아이롤 (100g),"1,608",0,0
"정육,계란류",62,[더느림+] 무항생제 앞다리 (100g),"1,980",0,0
"정육,계란류",63,[호주 곡물 먹인 부채 스테이크용 (100g)] 호주 곡물 먹인 부채 스테이크용 (100g),"3,180",0,0
"정육,계란류",64,[국내산 뒷다리 다짐육 (100g)] 국내산 뒷다리 다짐육 (100g),864,0,0
"정육,계란류",65,[행복담기] 짜지않은반숙란8입,"6,480",0,0
"정육,계란류",66,[오늘 반찬은 신선한란 30알 (특란)] 오늘 반찬은 신선한란 30알 (특란),"7,192",0,0
"정육,계란류",67,[소소한하루 대란 4구] 소소한하루 대란 4구,990,0,0
"정육,계란류",68,[호주산 홍두깨 육전용 (100g) (팩)] 호주산 홍두깨 육전용 (100g) (팩),"3,280",0,0
"정육,계란류",69,[달링다운] 와규 윗등심살 ST (100g),"6,500",0,0
"정육,계란류",70,[하림] 무항생제 닭다리 (북채) (400g),"7,280",0,0
"정육,계란류",71,[마니커] 무항생제 닭 (볶음탕용) (800g),"7,980",0,0
"정육,계란류",72,[행복담기] 맥반석구운란 20개입_행복담기(여주),"10,980",0,0
"정육,계란류",73,"[간장 돼지 불고기 (1,000g)] 간장 돼지 불고기 (1,000g)","9,980",0,0
"정육,계란류",74,"[냉장][김해축협] 한돈 고추장 제육볶음 1,000g","10,740",0,0
"정육,계란류",75,[냉동] 국내산 대패 삼겹살 (800g),"14,126",0,0
"정육,계란류",76,[하림] 무항생제 닭 (백숙용) (800g),"8,980",0,0
"정육,계란류",77,[호주산 척아이롤 국거리용 (100g) (팩)] 호주산 척아이롤 국거리용 (100g) (팩),"1,608",0,0
"정육,계란류",78,[호주산 척아이롤 다짐육 (100g) (팩)] 호주산 척아이롤 다짐육 (100g) (팩),"1,608",0,0
"정육,계란류",79,[호주산 척아이롤 불고기용 (100g) (팩)] 호주산 척아이롤 불고기용 (100g) (팩),"1,608",0,0
"정육,계란류",80,"[알찬란 30개입 (대란, 1560g)] 알찬란 30개입 (대란, 1560g)","7,450",0,0
